,Placement,Team,Score,TitleEligibile,Year,Event,Date,Division
1,2,Mike Dillon & Molly,223.0,XW-MLP Expert,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Light Plastic (Men's)
2,3,Tom Williams & Emma,199.0,XW-MLP Expert,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Light Plastic (Men's)
3,4,Dean Werts & Player,196.0,XW-MLP Advanced,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Light Plastic (Men's)
4,5,Dean Werts & Jenga,194.0,XW-MLP Advanced,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Light Plastic (Men's)
5,6,Mark Muir & Gipper,187.1,XW-MLP Advanced,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Light Plastic (Men's)
6,7,Bob Bradley & Abbey Moose,127.0,XW-MLP Basic,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Light Plastic (Men's)
7,8,Matt Repko & Rocky,118.0,XQ-MLP Basic,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Light Plastic (Men's)
8,9,Mark Muir & Georgia,0.0,,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Light Plastic (Men's)
9,9,Jordan Bybee & Rambler,0.0,,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Light Plastic (Men's)
10,9,Bob Davis & Jolene,0.0,,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Light Plastic (Men's)
11,9,Matt Bilderback & Bazooka,0.0,,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Light Plastic (Men's)
12,9,Blake Kilbourne & Cutter,0.0,,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Light Plastic (Men's)
13,9,Mark Muir & Thunder,0.0,,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Light Plastic (Men's)
14,9,Robert McLeod & Davy,0.0,,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Light Plastic (Men's)
0,1,Jenelle Miller & Karu,210.0,XW-WLP Elite,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Light Plastic (Women's)
1,2,Sue Joy & Traffic,175.1,XW-WLP Expert,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Light Plastic (Women's)
2,3,Sally Zinkhan & Mat,174.1,XW-WLP Expert,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Light Plastic (Women's)
3,4,Sally Zinkhan & Laddy,166.0,XW-WLP Advanced,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Light Plastic (Women's)
4,5,Autumn Trainor & Karizma,165.0,XW-WLP Advanced,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Light Plastic (Women's)
5,6,Jackie Rodeffer-Scheetz & Towser,162.0,XW-WLP Advanced,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Light Plastic (Women's)
6,7,Jackie Rodeffer-Scheetz & Killian,153.1,XW-WLP Basic,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Light Plastic (Women's)
7,8,Angela Ewtushik & Brew,147.1,XW-WLP Basic,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Light Plastic (Women's)
8,9,Susan Markham & Ripper,141.1,XW-WLP Basic,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Light Plastic (Women's)
9,10,Corinne Brewer & Charlotte,133.0,XW-WLP Basic,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Light Plastic (Women's)
10,11,Corinne Brewer & Kangaroo Jack,124.1,XW-WLP Basic,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Light Plastic (Women's)
11,12,Candie Kilbourne & Mako,108.0,XW-WLP Basic,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Light Plastic (Women's)
12,13,Deneane Hart & MillieToo,0.0,,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Light Plastic (Women's)
13,13,Rachael Mohr & Charli,0.0,,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Light Plastic (Women's)
14,13,Sally Zinkhan & Irie,0.0,,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Light Plastic (Women's)
0,1,Matt Bilderback & Bazooka,232.0,XW-MM Elite,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,MicroDog (Men's)
1,2*,Timothy Geib & Auggie,198.0,XW-MM Elite,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,MicroDog (Men's)
2,3,Mark Muir & Rocky,183.1,XW-MM Elite,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,MicroDog (Men's)
3,4,Jason Rigler & Spice,171.0,XW-MM Advanced,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,MicroDog (Men's)
4,5,Frank Montgomery & Chicklet,159.0,XW-MM Advanced,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,MicroDog (Men's)
5,6,Frank Montgomery & Gracie Lou,140.0,XW-MM Advanced,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,MicroDog (Men's)
6,7,Frank Montgomery & Bentley,135.1,XW-MM Basic,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,MicroDog (Men's)
7,8,James Fox & Rocky,115.1,XW-MM Basic,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,MicroDog (Men's)
8,9,Mike Dillon & Ice,0.0,,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,MicroDog (Men's)
9,9,Bob Bradley & Abbey Moose,0.0,,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,MicroDog (Men's)
10,9,Jason Rigler & Kai,0.0,,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,MicroDog (Men's)
0,1,Donna Bradley & Abbey Moose,146.0,XW-WM Elite,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,MicroDog (Women's)
1,2,Sally Zinkhan & Jelly,138.1,XW-WM Elite,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,MicroDog (Women's)
2,3,Robin Herman & Nano,117.1,XW-WM Expert,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,MicroDog (Women's)
3,4,Theresa Brantly & Dallas,108.0,XW-WM Advanced,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,MicroDog (Women's)
4,5,Brandy Oates & Ringo's Star,91.1,XW-WM Advanced,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,MicroDog (Women's)
5,6,Deneane Hart & Ares,90.1,XW-WM Advanced,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,MicroDog (Women's)
6,7,Jenelle Miller & Feisty,79.1,XQ-WM Advanced,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,MicroDog (Women's)
0,1,Preston Dean & Thrasher,246.1,XW-MUP Expert,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Unlimited Plastic (Men's)
1,2,Jason Rigler & Kai,222.1,XW-MUP Expert,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Unlimited Plastic (Men's)
2,3,Mike Dillon & Molly,220.0,XW-MUP Expert,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Unlimited Plastic (Men's)
3,4,Matt Bilderback & Bazooka,217.1,XW-MUP Advanced,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Unlimited Plastic (Men's)
4,5,Adrian Custer & Yard Dartz,215.0,XW-MUP Advanced,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Unlimited Plastic (Men's)
5,6,Preston Dean & Newman the Whippet,202.0,XW-MUP Advanced,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Unlimited Plastic (Men's)
6,7,David Gosch & RA-Kin,196.1,XW-MUP Basic,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Unlimited Plastic (Men's)
7,8,Rick Rauwerda & Riff Raff,171.0,XW-MUP Basic,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Unlimited Plastic (Men's)
8,9,Tom Williams & Emma,169.1,XW-MUP Basic,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Unlimited Plastic (Men's)
9,10,Bob Davis & Spirit,167.0,XW-MUP Basic,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Unlimited Plastic (Men's)
10,11,Mike Dillon & KT,163.1,XW-MUP Basic,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Unlimited Plastic (Men's)
11,12,Dean Werts & Player,0.0,,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Unlimited Plastic (Men's)
12,12,Jordan Bybee & Indy,0.0,,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Unlimited Plastic (Men's)
0,1,Deneane Hart (Tipped catch not a World Record) & Alex,211.1,XW-WUP Elite,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Unlimited Plastic (Women's)
1,2,Andrea Rigler & Huckleberry,178.0,XW-WUP Expert,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Unlimited Plastic (Women's)
2,3,Jenelle Miller & Karu,177.0,XW-WUP Expert,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Unlimited Plastic (Women's)
3,4,Jackie Rodeffer-Scheetz & Killian,173.1,XW-WUP Advanced,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Unlimited Plastic (Women's)
4,5,Jackie Rodeffer-Scheetz & Towser,171.1,XW-WUP Advanced,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Unlimited Plastic (Women's)
5,6,Sally Zinkhan & Irie,165.0,XW-WUP Advanced,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Unlimited Plastic (Women's)
6,7,Angela Ewtushik & Brew,165.0,XW-WUP Basic,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Unlimited Plastic (Women's)
7,8,Sally Zinkhan & Laddy,151.1,XW-WUP Basic,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Unlimited Plastic (Women's)
8,9,Donna Bradley & Smokey,151.0,XW-WUP Basic,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Unlimited Plastic (Women's)
9,10,Sally Zinkhan & Mat,143.0,XW-WUP Basic,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Unlimited Plastic (Women's)
10,11,Corinne Brewer & Charlotte,142.1,XW-WUP Basic,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Unlimited Plastic (Women's)
11,12,Autumn Trainor & Karizma,136.1,XW-WUP Basic,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Unlimited Plastic (Women's)
12,13,Corinne Brewer & Kangaroo Jack,126.1,XW-WUP Basic,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Unlimited Plastic (Women's)
13,14,Danielle O'Neill & MillieToo,83.1,,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Unlimited Plastic (Women's)
14,15,Criss Brown & Kora,0.0,,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Unlimited Plastic (Women's)
15,15,Sue Joy & Party,0.0,,2013,"World Championship | Chattanooga, Tennessee",9/26/2013,Unlimited Plastic (Women's)
0,1*,Preston Dean & Thrasher,271.1,XQ-MCP Elite,2013,"East Ridge, Tennessee",9/24/2013,Classic Plastic (Men's)
1,2*,Robert McLeod & Davy,252.1,XQ-MCP Expert,2013,"East Ridge, Tennessee",9/24/2013,Classic Plastic (Men's)
2,3*,Preston Dean & Newman the Whippet,247.1,XQ-MCP Expert,2013,"East Ridge, Tennessee",9/24/2013,Classic Plastic (Men's)
3,4*,Preston Dean & Georgia,238.1,XQ-MCP Expert,2013,"East Ridge, Tennessee",9/24/2013,Classic Plastic (Men's)
4,5*,Adrian Custer & Yard Dartz,220.1,XQ-MCP Expert,2013,"East Ridge, Tennessee",9/24/2013,Classic Plastic (Men's)
5,6*,Darron Barrus & The Twitch,216.1,XQ-MCP Expert,2013,"East Ridge, Tennessee",9/24/2013,Classic Plastic (Men's)
6,7,Darron Barrus & The Little D,216.1,XQ-MCP Expert,2013,"East Ridge, Tennessee",9/24/2013,Classic Plastic (Men's)
7,8,Mike Dillon & KT,214.1,XQ-MCP Expert,2013,"East Ridge, Tennessee",9/24/2013,Classic Plastic (Men's)
8,9,Robert McLeod & Phoenix,213.0,XQ-MCP Expert,2013,"East Ridge, Tennessee",9/24/2013,Classic Plastic (Men's)
9,10,Darron Barrus & The Edge,213.0,XQ-MCP Expert,2013,"East Ridge, Tennessee",9/24/2013,Classic Plastic (Men's)
10,11,Dean Werts & Jenga,203.1,XQ-MCP Advanced,2013,"East Ridge, Tennessee",9/24/2013,Classic Plastic (Men's)
11,12,Mike Dillon & Luna,200.0,XQ-MCP Advanced,2013,"East Ridge, Tennessee",9/24/2013,Classic Plastic (Men's)
12,13,Bob Davis & Jolene,193.1,XQ-MCP Advanced,2013,"East Ridge, Tennessee",9/24/2013,Classic Plastic (Men's)
13,14,Christopher Knapp & Jack,187.0,XQ-MCP Advanced,2013,"East Ridge, Tennessee",9/24/2013,Classic Plastic (Men's)
14,15,Bob Bradley & Chase,177.0,XQ-MCP Basic,2013,"East Ridge, Tennessee",9/24/2013,Classic Plastic (Men's)
15,16,Miklós Bánhalmi & Diesel,144.0,XQ-MCP Basic,2013,"East Ridge, Tennessee",9/24/2013,Classic Plastic (Men's)
16,17,Bob Davis & Spirit,0.0,,2013,"East Ridge, Tennessee",9/24/2013,Classic Plastic (Men's)
17,17,Bob Bradley & Hyzer,0.0,,2013,"East Ridge, Tennessee",9/24/2013,Classic Plastic (Men's)
18,17,Dean Werts & Tease,0.0,,2013,"East Ridge, Tennessee",9/24/2013,Classic Plastic (Men's)
0,1*,Sally Zinkhan & Laddy,192.1,XQ-WCP Elite,2013,"East Ridge, Tennessee",9/24/2013,Classic Plastic (Women's)
1,2*,Sue Joy & Party,179.0,XQ-WCP Expert,2013,"East Ridge, Tennessee",9/24/2013,Classic Plastic (Women's)
2,3*,Jenelle Miller & Karu,168.0,XQ-WCP Expert,2013,"East Ridge, Tennessee",9/24/2013,Classic Plastic (Women's)
3,4*,Corinne Brewer & Charlotte,147.1,XQ-WCP Advanced,2013,"East Ridge, Tennessee",9/24/2013,Classic Plastic (Women's)
4,5*,Zsuzsa Ga'l & Nicolas,140.1,XQ-WCP Advanced,2013,"East Ridge, Tennessee",9/24/2013,Classic Plastic (Women's)
5,6*,Sue Joy & Traffic,136.0,XQ-WCP Advanced,2013,"East Ridge, Tennessee",9/24/2013,Classic Plastic (Women's)
6,7,Holley Grooms & Georgia,135.1,XQ-WCP Advanced,2013,"East Ridge, Tennessee",9/24/2013,Classic Plastic (Women's)
7,8,Rachael Mohr & Charli,135.1,XQ-WCP Advanced,2013,"East Ridge, Tennessee",9/24/2013,Classic Plastic (Women's)
8,9,Brandy Oates & Hinto Sunka,126.0,XQ-WCP Advanced,2013,"East Ridge, Tennessee",9/24/2013,Classic Plastic (Women's)
9,10,Corinne Brewer & Kangaroo Jack,125.0,XQ-WCP Advanced,2013,"East Ridge, Tennessee",9/24/2013,Classic Plastic (Women's)
10,11,Brandy Oates & Luna,124.1,XQ-WCP Advanced,2013,"East Ridge, Tennessee",9/24/2013,Classic Plastic (Women's)
11,12,Louise Andrews & Sheba,104.0,XQ-WCP Basic,2013,"East Ridge, Tennessee",9/24/2013,Classic Plastic (Women's)
12,13,Deneane Hart & Aison,94.1,XQ-WCP Basic,2013,"East Ridge, Tennessee",9/24/2013,Classic Plastic (Women's)
13,14,Donna Bradley & Smokey,0.0,,2013,"East Ridge, Tennessee",9/24/2013,Classic Plastic (Women's)
0,1*,Robert McLeod & Davy,238.1,XQ-MLP Elite,2013,"East Ridge, Tennessee",9/24/2013,Light Plastic (Men's)
1,2*,Darron Barrus & The Twitch,212.0,XQ-MLP Elite,2013,"East Ridge, Tennessee",9/24/2013,Light Plastic (Men's)
2,3*,Dean Werts & Jenga,195.0,XQ-MLP Expert,2013,"East Ridge, Tennessee",9/24/2013,Light Plastic (Men's)
3,4*,Darron Barrus & The Zen Master,193.1,XQ-MLP Expert,2013,"East Ridge, Tennessee",9/24/2013,Light Plastic (Men's)
4,5*,Dean Werts & Player,193.0,XQ-MLP Expert,2013,"East Ridge, Tennessee",9/24/2013,Light Plastic (Men's)
5,6*,Mark Muir & Thunder,192.0,XQ-MLP Expert,2013,"East Ridge, Tennessee",9/24/2013,Light Plastic (Men's)
6,7,Rick Rauwerda & Riff Raff,190.1,XQ-MLP Expert,2013,"East Ridge, Tennessee",9/24/2013,Light Plastic (Men's)
7,8,Adrian Custer & Yard Dartz,188.1,XQ-MLP Expert,2013,"East Ridge, Tennessee",9/24/2013,Light Plastic (Men's)
8,9,Mike Dillon & Luna,186.1,XQ-MLP Expert,2013,"East Ridge, Tennessee",9/24/2013,Light Plastic (Men's)
9,10,Adrian Custer & Magnet,179.0,XQ-MLP Advanced,2013,"East Ridge, Tennessee",9/24/2013,Light Plastic (Men's)
10,11,Darron Barrus & The Edge,171.1,XQ-MLP Advanced,2013,"East Ridge, Tennessee",9/24/2013,Light Plastic (Men's)
11,12,Mike Dillon & KT,156.1,XQ-MLP Advanced,2013,"East Ridge, Tennessee",9/24/2013,Light Plastic (Men's)
12,13,Christopher Knapp & Jack,156.0,XQ-MLP Advanced,2013,"East Ridge, Tennessee",9/24/2013,Light Plastic (Men's)
13,14,Dean Werts & Tease,153.1,XQ-MLP Advanced,2013,"East Ridge, Tennessee",9/24/2013,Light Plastic (Men's)
14,15,Steve Mize & Rayne,141.0,XQ-MLP Basic,2013,"East Ridge, Tennessee",9/24/2013,Light Plastic (Men's)
15,16,Bob Bradley & Chase,132.0,XQ-MLP Basic,2013,"East Ridge, Tennessee",9/24/2013,Light Plastic (Men's)
16,17,Bob Davis & Spirit,122.1,XQ-MLP Basic,2013,"East Ridge, Tennessee",9/24/2013,Light Plastic (Men's)
17,18,James Fox & Riley,114.1,XQ-MLP Basic,2013,"East Ridge, Tennessee",9/24/2013,Light Plastic (Men's)
18,19,Steve Mize & Willow,110.0,XQ-MLP Basic,2013,"East Ridge, Tennessee",9/24/2013,Light Plastic (Men's)
19,20,Jason Rigler & Raven,0.0,,2013,"East Ridge, Tennessee",9/24/2013,Light Plastic (Men's)
0,1*,Jenelle Miller & Karu,164.0,XQ-WLP Expert,2013,"East Ridge, Tennessee",9/24/2013,Light Plastic (Women's)
1,2*,Jackie Rodeffer-Scheetz & Killian,142.1,XQ-WLP Expert,2013,"East Ridge, Tennessee",9/24/2013,Light Plastic (Women's)
2,3*,Sally Zinkhan & Irie,137.0,XQ-WLP Expert,2013,"East Ridge, Tennessee",9/24/2013,Light Plastic (Women's)
3,4*,Angela Ewtushik & Brew,129.1,XQ-WLP Expert,2013,"East Ridge, Tennessee",9/24/2013,Light Plastic (Women's)
4,5*,Sally Zinkhan & Mat,128.1,XQ-WLP Expert,2013,"East Ridge, Tennessee",9/24/2013,Light Plastic (Women's)
5,6*,Rachael Mohr & Charli,111.0,XQ-WLP Advanced,2013,"East Ridge, Tennessee",9/24/2013,Light Plastic (Women's)
6,7,Donna Bradley & Beau,96.1,XQ-WLP Advanced,2013,"East Ridge, Tennessee",9/24/2013,Light Plastic (Women's)
7,8,Holley Grooms & Georgia,86.1,XQ-WLP Basic,2013,"East Ridge, Tennessee",9/24/2013,Light Plastic (Women's)
8,9,Criss Brown & Kora,73.1,,2013,"East Ridge, Tennessee",9/24/2013,Light Plastic (Women's)
9,10,Louise Andrews & Sheba,73.0,,2013,"East Ridge, Tennessee",9/24/2013,Light Plastic (Women's)
10,11,Holley Grooms & Thunder,0.0,,2013,"East Ridge, Tennessee",9/24/2013,Light Plastic (Women's)
11,11,Donna Bradley & Abbey Moose,0.0,,2013,"East Ridge, Tennessee",9/24/2013,Light Plastic (Women's)
12,11,Deneane Hart & Aison,0.0,,2013,"East Ridge, Tennessee",9/24/2013,Light Plastic (Women's)
0,1*,Darron Barrus & The Little D,197.1,XQ-MM Elite,2013,"East Ridge, Tennessee",9/24/2013,MicroDog (Men's)
1,2*,Timothy Geib & Auggie,188.0,XQ-MM Elite,2013,"East Ridge, Tennessee",9/24/2013,MicroDog (Men's)
2,3*,Mike Dillon & Ice,103.1,XQ-MM Advanced,2013,"East Ridge, Tennessee",9/24/2013,MicroDog (Men's)
3,4*,James Fox & Rocky,96.1,XQ-MM Advanced,2013,"East Ridge, Tennessee",9/24/2013,MicroDog (Men's)
4,5*,Frank Montgomery & Bentley,44.0,,2013,"East Ridge, Tennessee",9/24/2013,MicroDog (Men's)
0,1*,Jenelle Miller & Feisty,98.0,XQ-WM Elite,2013,"East Ridge, Tennessee",9/24/2013,MicroDog (Women's)
1,2*,Brandy Oates & Ringo's Star,73.0,XQ-WM Advanced,2013,"East Ridge, Tennessee",9/24/2013,MicroDog (Women's)
0,1*,Preston Dean & Newman the Whippet,289.1,XQ-MUP Elite,2013,"East Ridge, Tennessee",9/24/2013,Unlimited Plastic (Men's)
1,2*,Matt Bilderback & Bazooka,266.1,XQ-MUP Expert,2013,"East Ridge, Tennessee",9/24/2013,Unlimited Plastic (Men's)
2,3*,Mike Dillon & Molly,237.1,XQ-MUP Expert,2013,"East Ridge, Tennessee",9/24/2013,Unlimited Plastic (Men's)
3,4*,Darron Barrus & The Zen Master,232.1,XQ-MUP Expert,2013,"East Ridge, Tennessee",9/24/2013,Unlimited Plastic (Men's)
4,5*,Mike Dillon & KT,222.1,XQ-MUP Expert,2013,"East Ridge, Tennessee",9/24/2013,Unlimited Plastic (Men's)
5,6*,Preston Dean & Thrasher,214.0,XQ-MUP Expert,2013,"East Ridge, Tennessee",9/24/2013,Unlimited Plastic (Men's)
6,7,Christopher Knapp & Jack,207.0,XQ-MUP Advanced,2013,"East Ridge, Tennessee",9/24/2013,Unlimited Plastic (Men's)
7,8,Dean Werts & Remedy,199.1,XQ-MUP Advanced,2013,"East Ridge, Tennessee",9/24/2013,Unlimited Plastic (Men's)
8,9,Bob Bradley & Chase,179.0,XQ-MUP Basic,2013,"East Ridge, Tennessee",9/24/2013,Unlimited Plastic (Men's)
9,10,Miklós Bánhalmi & Diesel,152.0,XQ-MUP Basic,2013,"East Ridge, Tennessee",9/24/2013,Unlimited Plastic (Men's)
10,11,Preston Dean & Georgia,0.0,,2013,"East Ridge, Tennessee",9/24/2013,Unlimited Plastic (Men's)
11,11,Dean Werts & Jenga,0.0,,2013,"East Ridge, Tennessee",9/24/2013,Unlimited Plastic (Men's)
12,11,Robert McLeod & Davy,0.0,,2013,"East Ridge, Tennessee",9/24/2013,Unlimited Plastic (Men's)
13,11,Bob Bradley & Hyzer,0.0,,2013,"East Ridge, Tennessee",9/24/2013,Unlimited Plastic (Men's)
14,11,Bob Davis & Jolene,0.0,,2013,"East Ridge, Tennessee",9/24/2013,Unlimited Plastic (Men's)
15,11,Mike Dillon & Luna,0.0,,2013,"East Ridge, Tennessee",9/24/2013,Unlimited Plastic (Men's)
16,11,Dean Werts & Tease,0.0,,2013,"East Ridge, Tennessee",9/24/2013,Unlimited Plastic (Men's)
17,11,Darron Barrus & The Twitch,0.0,,2013,"East Ridge, Tennessee",9/24/2013,Unlimited Plastic (Men's)
18,11,Adrian Custer & Magnet,0.0,,2013,"East Ridge, Tennessee",9/24/2013,Unlimited Plastic (Men's)
0,1*,Jackie Rodeffer-Scheetz & Killian,200.0,XQ-WUP Elite,2013,"East Ridge, Tennessee",9/24/2013,Unlimited Plastic (Women's)
1,2*,Jenelle Miller & Karu,174.1,XQ-WUP Expert,2013,"East Ridge, Tennessee",9/24/2013,Unlimited Plastic (Women's)
2,3*,Sue Joy & Party,172.0,XQ-WUP Expert,2013,"East Ridge, Tennessee",9/24/2013,Unlimited Plastic (Women's)
3,4*,Sally Zinkhan & Laddy,171.1,XQ-WUP Expert,2013,"East Ridge, Tennessee",9/24/2013,Unlimited Plastic (Women's)
4,5*,Jackie Rodeffer-Scheetz & Towser,164.0,XQ-WUP Expert,2013,"East Ridge, Tennessee",9/24/2013,Unlimited Plastic (Women's)
5,6*,Corinne Brewer & Charlotte,140.1,XQ-WUP Advanced,2013,"East Ridge, Tennessee",9/24/2013,Unlimited Plastic (Women's)
6,7,Brandy Oates & Luna,135.1,XQ-WUP Advanced,2013,"East Ridge, Tennessee",9/24/2013,Unlimited Plastic (Women's)
7,8,Brandy Oates & Hinto Sunka,126.1,XQ-WUP Advanced,2013,"East Ridge, Tennessee",9/24/2013,Unlimited Plastic (Women's)
8,9,Louise Andrews & Sheba,85.1,,2013,"East Ridge, Tennessee",9/24/2013,Unlimited Plastic (Women's)
9,10,Donna Bradley & Hyzer,0.0,,2013,"East Ridge, Tennessee",9/24/2013,Unlimited Plastic (Women's)
10,10,Rachael Mohr & Charli,0.0,,2013,"East Ridge, Tennessee",9/24/2013,Unlimited Plastic (Women's)
11,10,Zsuzsa Ga'l & Nicolas,0.0,,2013,"East Ridge, Tennessee",9/24/2013,Unlimited Plastic (Women's)
12,10,Deneane Hart & Aison,0.0,,2013,"East Ridge, Tennessee",9/24/2013,Unlimited Plastic (Women's)
13,10,Donna Bradley & Beau,0.0,,2013,"East Ridge, Tennessee",9/24/2013,Unlimited Plastic (Women's)
0,1*,Sauli Soini & Alma,88.1,,2013,"Mustiala, Finland",8/11/2013,Classic Plastic (Men's)
0,1*,Satu Soini & Alma,82.0,,2013,"Mustiala, Finland",8/11/2013,Classic Plastic (Women's)
1,2,Josephine Johansson & Yuki,5.2,,2013,"Mustiala, Finland",8/11/2013,Classic Plastic (Women's)
0,1*,Ekaterina Lemasova & Marty Mc Fly,57.4,,2013,"Mustiala, Finland",8/11/2013,MicroDog (Women's)
1,2,Jasmin Pyykkö & Domi,28.2,,2013,"Mustiala, Finland",8/11/2013,MicroDog (Women's)
0,1*,Kimmo Lehtinen & Sissi,136.9,XQ-MUP Basic,2013,"Mustiala, Finland",8/11/2013,Unlimited Plastic (Men's)
1,2,Toni Wathen & Hugo,120.8,,2013,"Mustiala, Finland",8/11/2013,Unlimited Plastic (Men's)
2,3,Jani Johansson & Bela,110.6,,2013,"Mustiala, Finland",8/11/2013,Unlimited Plastic (Men's)
3,4,Ville Mujunen & Perro,53.7,,2013,"Mustiala, Finland",8/11/2013,Unlimited Plastic (Men's)
4,5,Sauli Soini & Tuike,0.0,,2013,"Mustiala, Finland",8/11/2013,Unlimited Plastic (Men's)
0,1*,Csilla Bakos & Royal,90.6,,2013,"Mustiala, Finland",8/11/2013,Unlimited Plastic (Women's)
1,2,Eva Grö nblad-Saksela & Bela,80.0,,2013,"Mustiala, Finland",8/11/2013,Unlimited Plastic (Women's)
2,3,Sanni Murto & Termis,67.7,,2013,"Mustiala, Finland",8/11/2013,Unlimited Plastic (Women's)
0,1*,Tim Geib & Thunder,204.5,XQ-MCP Advanced,2013,"Williamson, Georgia",8/11/2013,Classic Plastic (Men's)
1,2,Tim Geib & Gipper,203.9,XQ-MCP Advanced,2013,"Williamson, Georgia",8/11/2013,Classic Plastic (Men's)
2,3,Tim Geib & Te'o,185.4,XQ-MCP Advanced,2013,"Williamson, Georgia",8/11/2013,Classic Plastic (Men's)
3,4,James Pirog & Ciera,155.0,XQ-MCP Basic,2013,"Williamson, Georgia",8/11/2013,Classic Plastic (Men's)
4,5,Steve Mize & Rayne,141.6,XQ-MCP Basic,2013,"Williamson, Georgia",8/11/2013,Classic Plastic (Men's)
5,6,Andy Mitchell & Kayleigh,139.0,XQ-MCP Basic,2013,"Williamson, Georgia",8/11/2013,Classic Plastic (Men's)
6,7,Jim Fox & Rocky,137.8,XQ-MCP Basic,2013,"Williamson, Georgia",8/11/2013,Classic Plastic (Men's)
7,8,Steve Mize & Willow,136.3,XQ-MCP Basic,2013,"Williamson, Georgia",8/11/2013,Classic Plastic (Men's)
8,9,Jim Fox & Riley,133.7,XQ-MCP Basic,2013,"Williamson, Georgia",8/11/2013,Classic Plastic (Men's)
